user_id,policy_num,last_t,entry_t,calendar_t,action1prob,intercept,action,reward,past_action_1,past_reward,past_action_1_reward,dosage,in_study,in_study_row_index,pretreat_feature1,pretreat_feature2,Z_id
1,1.0,3,1,1,0.4206048548221588,1,0.0,-1.534492956967942,0.0,-1.101010597091391,0.0,0.0,1,0,0.9268109160161672,1.50715944361736,1
1,2.0,3,1,2,0.10115709155797958,1,0.0,-1.1664744055724117,0.0,-1.534492956967942,-0.0,0.0,1,1,0.9268109160161672,1.50715944361736,1
1,3.0,3,1,3,0.475668340921402,1,0.0,-1.2554956931277048,0.0,-1.1664744055724117,-0.0,0.0,1,2,0.9268109160161672,1.50715944361736,1
2,1.0,3,1,1,0.34071868658065796,1,0.0,-0.7001856177649171,0.0,0.08397154161361953,0.0,0.0,1,3,-0.12518340776277237,0.031055026972908368,1
2,2.0,3,1,2,0.11492945998907089,1,0.0,0.29851025466981107,0.0,-0.7001856177649171,-0.0,0.0,1,4,-0.12518340776277237,0.031055026972908368,1
2,3.0,3,1,3,0.47877034544944763,1,1.0,-0.9444853562016777,0.0,0.29851025466981107,0.0,0.0,1,5,-0.12518340776277237,0.031055026972908368,1
3,1.0,3,1,1,0.35176581144332886,1,1.0,-0.8766283910680823,0.0,-0.09031889795153347,0.0,0.0,1,6,-1.693757308450127,-1.4114733232113497,1
3,2.0,3,1,2,0.10872916877269745,1,0.0,0.35108291786292534,1.0,-0.8766283910680823,-0.8766283910680823,0.050000000000000044,1,7,-1.693757308450127,-1.4114733232113497,1
3,3.0,3,1,3,0.47888171672821045,1,0.0,-1.3229198670338271,0.0,0.35108291786292534,0.0,0.04750000000000004,1,8,-1.693757308450127,-1.4114733232113497,1
4,1.0,3,1,1,0.5,1,0.0,-0.912647586087477,0.0,-0.40520904915816897,0.0,0.0,1,9,-0.7008364734864301,-1.4932997227020164,0
4,2.0,3,1,2,0.5,1,1.0,-0.6090609060962036,0.0,-0.912647586087477,-0.0,0.0,1,10,-0.7008364734864301,-1.4932997227020164,0
4,3.0,3,1,3,0.5,1,1.0,-1.4987367220221266,1.0,-0.6090609060962036,-0.6090609060962036,0.050000000000000044,1,11,-0.7008364734864301,-1.4932997227020164,0
5,1.0,3,1,1,0.5,1,0.0,-1.3419425189798277,0.0,0.14272854348512098,0.0,0.0,1,12,-0.9365344030419143,0.4484033105474833,0
5,2.0,3,1,2,0.5,1,0.0,-1.7115057316523883,0.0,-1.3419425189798277,-0.0,0.0,1,13,-0.9365344030419143,0.4484033105474833,0
5,3.0,3,1,3,0.5,1,0.0,-1.4253559394210102,0.0,-1.7115057316523883,-0.0,0.0,1,14,-0.9365344030419143,0.4484033105474833,0
6,1.0,3,1,1,0.5,1,1.0,-1.5702624735641735,0.0,0.34833771446432615,0.0,0.0,1,15,-0.7420083143005113,-0.274669615788878,0
6,2.0,3,1,2,0.5,1,0.0,-0.8414717456831723,1.0,-1.5702624735641735,-1.5702624735641735,0.050000000000000044,1,16,-0.7420083143005113,-0.274669615788878,0
6,3.0,3,1,3,0.5,1,0.0,-0.03156297635134944,0.0,-0.8414717456831723,-0.0,0.04750000000000004,1,17,-0.7420083143005113,-0.274669615788878,0
