user_id,user_id_SARA,policy_num,last_t,entry_t,calendar_t,action1prob,intercept,action,reward,day,time_of_day,S1,S2,S3,dosage,in_study,in_study_row_index,pretreat_feature1,pretreat_feature2,Z_id
1,sara-study-27,1.0,10,1,1,0.26298418641090393,1,0.0,0.0,1,0,0.0,0.0,1.0,0.0,1,0,-1.6937573084501272,-1.4114733232113497,1
1,sara-study-27,2.0,10,1,2,0.20000015199184418,1,0.0,3.0,1,1,0.0,1.0,0.0,0.0,1,1,-1.6937573084501272,-1.4114733232113497,1
1,sara-study-27,3.0,10,1,3,0.20000000298023224,1,1.0,2.0,2,0,0.0,0.0,1.0,0.0,1,2,-1.6937573084501272,-1.4114733232113497,1
1,sara-study-27,4.0,10,1,4,0.20000000298023224,1,0.0,3.0,2,1,0.0,1.0,1.0,0.17401952885823854,1,3,-1.6937573084501272,-1.4114733232113497,1
1,sara-study-27,5.0,10,1,5,0.20000000298023224,1,0.0,1.0,3,0,1.0,0.0,1.0,0.17401952885823854,1,4,-1.6937573084501272,-1.4114733232113497,1
1,sara-study-27,6.0,10,1,6,0.20000015199184418,1,0.0,3.0,3,1,0.0,1.0,0.0,0.17401952885823854,1,5,-1.6937573084501272,-1.4114733232113497,1
1,sara-study-27,7.0,10,1,7,0.20000000298023224,1,0.0,2.0,4,0,1.0,0.0,1.0,0.17401952885823854,1,6,-1.6937573084501272,-1.4114733232113497,1
1,sara-study-27,8.0,10,1,8,0.20000000298023224,1,0.0,2.0,4,1,1.0,1.0,1.0,0.20882343462988623,1,7,-1.6937573084501272,-1.4114733232113497,1
1,sara-study-27,9.0,10,1,9,0.20000000298023224,1,1.0,2.0,5,0,1.0,0.0,1.0,0.25058812155586346,1,8,-1.6937573084501272,-1.4114733232113497,1
1,sara-study-27,10.0,10,1,10,0.20000000298023224,1,0.0,2.0,5,1,0.0,1.0,1.0,0.1007057458670362,1,9,-1.6937573084501272,-1.4114733232113497,1
2,sara-study-35,1.0,10,1,1,0.26298418641090393,1,0.0,3.0,1,0,0.0,0.0,1.0,0.0,1,10,-0.7008364734864302,-1.4932997227020164,1
2,sara-study-35,2.0,10,1,2,0.20000000298023224,1,0.0,2.0,1,1,1.0,1.0,1.0,0.0,1,11,-0.7008364734864302,-1.4932997227020164,1
2,sara-study-35,3.0,10,1,3,0.20000000298023224,1,0.0,2.0,2,0,1.0,0.0,1.0,0.0,1,12,-0.7008364734864302,-1.4932997227020164,1
2,sara-study-35,4.0,10,1,4,0.20000000298023224,1,1.0,2.0,2,1,1.0,1.0,1.0,0.0,1,13,-0.7008364734864302,-1.4932997227020164,1
2,sara-study-35,5.0,10,1,5,0.20000000298023224,1,0.0,3.0,3,0,0.0,0.0,1.0,0.14501627404853212,1,14,-0.7008364734864302,-1.4932997227020164,1
2,sara-study-35,6.0,10,1,6,0.20000000298023224,1,0.0,3.0,3,1,1.0,1.0,1.0,0.14501627404853212,1,15,-0.7008364734864302,-1.4932997227020164,1
2,sara-study-35,7.0,10,1,7,0.20000000298023224,1,1.0,3.0,4,0,1.0,0.0,1.0,0.14501627404853212,1,16,-0.7008364734864302,-1.4932997227020164,1
2,sara-study-35,8.0,10,1,8,0.20000000298023224,1,0.0,3.0,4,1,1.0,1.0,1.0,0.27472527472527475,1,17,-0.7008364734864302,-1.4932997227020164,1
2,sara-study-35,9.0,10,1,9,0.20000000298023224,1,1.0,3.0,5,0,1.0,0.0,1.0,0.32967032967032966,1,18,-0.7008364734864302,-1.4932997227020164,1
2,sara-study-35,10.0,10,1,10,0.20000000298023224,1,0.0,2.0,5,1,1.0,1.0,1.0,0.4963101414714318,1,19,-0.7008364734864302,-1.4932997227020164,1
3,sara-study-60,1.0,10,1,1,0.26298418641090393,1,0.0,2.0,1,0,0.0,0.0,1.0,0.0,1,20,-0.9365344030419145,0.4484033105474833,1
3,sara-study-60,2.0,10,1,2,0.20000000298023224,1,0.0,2.0,1,1,1.0,1.0,1.0,0.0,1,21,-0.9365344030419145,0.4484033105474833,1
3,sara-study-60,3.0,10,1,3,0.20000000298023224,1,0.0,2.0,2,0,1.0,0.0,1.0,0.0,1,22,-0.9365344030419145,0.4484033105474833,1
3,sara-study-60,4.0,10,1,4,0.20000000298023224,1,0.0,3.0,2,1,1.0,1.0,1.0,0.0,1,23,-0.9365344030419145,0.4484033105474833,1
3,sara-study-60,5.0,10,1,5,0.20000000298023224,1,0.0,2.0,3,0,1.0,0.0,1.0,0.0,1,24,-0.9365344030419145,0.4484033105474833,1
