user_id,policy_num,last_t,entry_t,calendar_t,action1prob,intercept,action,reward,past_action_1,past_reward,past_action_1_reward,dosage,in_study,in_study_row_index
1,1.0,50,1,1,0.5041186809539795,1,0.0,1.13894850028949,0.0,0.1942634873007774,0.0,0.0,1,0
1,2.0,50,1,2,0.33937644958496094,1,1.0,-0.24110832332219304,0.0,1.13894850028949,0.0,0.0,1,1
1,3.0,50,1,3,0.2603521943092346,1,0.0,-1.2205702786485262,1.0,-0.24110832332219304,-0.24110832332219304,0.050000000000000044,1,2
1,4.0,50,1,4,0.4662782549858093,1,1.0,-0.39226332219232657,0.0,-1.2205702786485262,-0.0,0.04750000000000004,1,3
1,5.0,50,1,5,0.522864043712616,1,1.0,0.13708378354536702,1.0,-0.39226332219232657,-0.39226332219232657,0.09512500000000007,1,4
1,6.0,50,1,6,0.3798275887966156,1,0.0,-1.0408384525296206,1.0,0.13708378354536702,0.13708378354536702,0.1403687500000001,1,5
1,7.0,50,1,7,0.5838485360145569,1,0.0,-1.5258721613319381,0.0,-1.0408384525296206,-0.0,0.1333503125000001,1,6
1,8.0,50,1,8,0.6555035710334778,1,1.0,0.3452420388120586,0.0,-1.5258721613319381,-0.0,0.1266827968750001,1,7
1,9.0,50,1,9,0.4979093074798584,1,0.0,0.5763920413846542,1.0,0.3452420388120586,0.3452420388120586,0.17034865703125013,1,8
1,10.0,50,1,10,0.5187672972679138,1,0.0,-0.2638418283813249,0.0,0.5763920413846542,0.0,0.16183122417968762,1,9
1,11.0,50,1,11,0.6644954085350037,1,0.0,0.5985118106273344,0.0,-0.2638418283813249,-0.0,0.15373966297070324,1,10
1,12.0,50,1,12,0.6100351214408875,1,0.0,0.19340748037281144,0.0,0.5985118106273344,0.0,0.14605267982216807,1,11
1,13.0,50,1,13,0.6738815903663635,1,0.0,1.1726486347097678,0.0,0.19340748037281144,0.0,0.13875004583105965,1,12
1,14.0,50,1,14,0.6348746418952942,1,0.0,1.7055361300204468,0.0,1.1726486347097678,0.0,0.13181254353950667,1,13
1,15.0,50,1,15,0.6341233253479004,1,1.0,0.8349010103806023,0.0,1.7055361300204468,0.0,0.12522191636253133,1,14
1,16.0,50,1,16,0.6832154989242554,1,0.0,0.7062572711041414,1.0,0.8349010103806023,0.8349010103806023,0.16896082054440478,1,15
1,17.0,50,1,17,0.7160550355911255,1,1.0,2.0141072880924993,0.0,0.7062572711041414,0.0,0.16051277951718454,1,16
1,18.0,50,1,18,0.7036145925521851,1,1.0,1.1779997047070747,1.0,2.0141072880924993,2.0141072880924993,0.20248714054132533,1,17
1,19.0,50,1,19,0.7385528087615967,1,0.0,0.06517740380034502,1.0,1.1779997047070747,1.1779997047070747,0.24236278351425908,1,18
